总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
雪铁龙世嘉 2011款 三厢 1.6L 手动时尚型,雪铁龙世嘉,2011款,4.00,11.80,2011-08,6万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,东风雪铁龙,紧凑型车,1.6L 106马力 L4,5档手动变速箱(MT),4门5座三厢车,4556/1773/1486,2610,481,1300,1.6,自然吸气,L4,106,142,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,加装,无,无,无,无,无,标配/标配,标配,无,标配,标配,标配,无,加装,标配,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0
别克凯越 2013款 1.5L 自动经典型,别克凯越,2013款,5.20,11.10,2014-04,4.81万公里,永川区,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.5L 113马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4515/1725/1445,2600,405,1230,1.5,自然吸气,L4,113,141,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,185/65 R14,185/65 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,无,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
福特福克斯 2012款 两厢 1.6L 自动风尚型,福特福克斯,2012款,7.89,15.60,2014-03,8.6万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4368/1823/1483,2648,356,1337,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,无/无,无/无,加装,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
福特翼搏 2013款 1.5L 自动尊贵型,福特翼搏,2013款,7.70,13.90,2015-02,6.4万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,小型SUV,1.5L 110马力 L4,6档双离合变速箱(DCT),5门5座SUV,4280/1785/1658,2530,348,1295,1.5,自然吸气,L4,110,140,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,鼓式,-,205/60 R16,205/60 R16,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0
现代名图 2014款 1.8L 自动智能型GLS,现代名图,2014款,10.00,16.30,2015-10,3.08万公里,重庆,国四,自动,4000元（车价x4%，最低3500元） ,北京现代,中型车,1.8L 143马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4710/1820/1470,2770,526,1421,1.8,自然吸气,L4,143,176,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,标配,无,无,无,无,标配/标配,标配,无,标配,标配,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
雪铁龙C5 2011款 2.0L 手动舒适型,雪铁龙C5,2011款,5.38,19.20,2010-11,9.1万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,东风雪铁龙,中型车,2.0L 147马力 L4,5档手动变速箱(MT),4门5座三厢车,4805/1860/1458,2815,439,1510,2.0,自然吸气,L4,147,200,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R16,225/60 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2
福特福克斯 2012款 两厢 1.6L 自动舒适型,福特福克斯,2012款,7.40,14.20,2014-09,3.35万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4368/1823/1483,2648,356,1337,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0
雪铁龙世嘉 2013款 1.6L 手动品尚型CNG,雪铁龙世嘉,2013款,4.70,12.80,2013-10,14万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,东风雪铁龙,紧凑型车,1.6L 106马力 L4,5档手动变速箱(MT),4门5座三厢车,4588/1773/1486,2610,481,1390,1.6,自然吸气,L4,106,142,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,标配,无,无,无,标配,无,无,无/无,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,4,1
雪佛兰科鲁兹 2011款 1.6L SL MT,雪佛兰科鲁兹,2011款,4.50,11.80,2011-12,7.5万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4598/1797/1477,2685,400,1360,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,205/65 R15,205/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0
哈弗H6 2014款 升级版 1.5T 手动两驱精英型,哈弗H6,2014款,7.50,13.00,2014-02,0.9万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,1.5T 150马力 L4,6档手动变速箱(MT),5门5座SUV,4640/1825/1690,2680,808-20,-,1.5,涡轮增压,L4,150,210,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
纳智捷大7 SUV 2011款 2.2T 四驱智尊型,纳智捷大7,SUV,8.80,26.00,2012-12,5.96万公里,万州区,国四,自动,3520元（车价x4%，最低3500元） ,东风裕隆,中型SUV,2.2T 178马力 L4,5档手自一体变速箱(AT),5门5座SUV,4800/1930/1760,2910,-,1960,2.2,涡轮增压,L4,178,275,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,235/55 R18,235/55 R18,正常/正常,正常/正常,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0
雪佛兰赛欧 2013款 三厢 1.4L 手动优逸幸福版,雪佛兰赛欧,2013款,3.60,7.60,2014-11,4.67万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,小型车,1.4L 103马力 L4,5档手动变速箱(MT),4门5座三厢车,4249/1690/1503,2465,370,1092,1.4,自然吸气,L4,103,131,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/65 R14,175/65 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1
现代名图 2014款 1.8L 自动尊贵型DLX,现代名图,2014款,9.38,17.30,2013-12,3.94万公里,重庆,国四,自动,3752元（车价x4%，最低3500元） ,北京现代,中型车,1.8L 143马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4710/1820/1470,2770,526,1441,1.8,自然吸气,L4,143,176,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,无/无,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0
标致207 2011款 两厢 1.4L 手动驭乐版,标致207,2011款,3.10,7.80,2014-03,6.3万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,东风标致,小型车,1.4L 76马力 L4,5档手动变速箱(MT),5门5座两厢车,3900/1680/1468,2450,245-11,1051,1.4,自然吸气,L4,76,120,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架，螺旋弹簧,纵向摆臂独立悬架带横向稳定杆,通风盘式,鼓式,-,185/65 R14,185/65 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
哈弗H6 2014款 升级版 1.5T 手动两驱精英型,哈弗H6,2014款,7.20,13.00,2014-10,4.4万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,1.5T 150马力 L4,6档手动变速箱(MT),5门5座SUV,4640/1825/1690,2680,808-20,-,1.5,涡轮增压,L4,150,210,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1
荣威350 2015款 1.5L 自动尊享版,荣威350,2015款,6.00,10.80,2015-07,1.4万公里,涪陵区,国四,自动,3500元（车价x4%，最低3500元） ,上汽集团,紧凑型车,1.5L 109马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4521/1788/1492,2650,458,-,1.5,自然吸气,L4,109,135,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,H型扭力梁式非独立,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,标配,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
长安逸动 2014款 1.5T 自动运动豪华型,长安逸动,2014款,6.30,11.70,2013-12,6.29万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,长安汽车,紧凑型车,1.5T 170马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4620/1820/1490,2660,510,1365,1.5,涡轮增压,L4,170,230,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,加装,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
福特福克斯 2012款 两厢 1.6L 手动风尚型,福特福克斯,2012款,7.25,14.40,2015-06,4.7万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,5档手动变速箱(MT),5门5座两厢车,4368/1823/1483,2648,356,1282,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
雪佛兰科鲁兹 2010款 1.6L SL天地版 MT,雪佛兰科鲁兹,2010款,4.50,12.40,2011-09,7.3万公里,涪陵区,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4598/1797/1477,2685,400,1360,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,205/60 R16,205/60 R16,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
福特福克斯 2012款 两厢经典 1.8L 自动基本型,福特福克斯,2012款,5.10,11.90,2012-09,9.26万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,4档手自一体变速箱(AT),5门5座两厢车,4342/1840/1500,2640,385-12,1330,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0
江淮瑞风S5 2013款 2.0T 手动尊享版,江淮瑞风S5,2013款,5.58,12.50,2014-02,3.74万公里,涪陵区,国四,手动,3500元（车价x4%，最低3500元） ,江淮汽车,紧凑型SUV,2.0T 177马力 L4,6档手动变速箱(MT),5门5座SUV,4475/1840/1680,2645,505-11,1505,2.0,涡轮增压,L4,177,265,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R17,225/60 R17,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0
长安悦翔V5 2012款 1.5L 手动梦幻型,长安悦翔V5,2012款,3.50,6.70,2014-03,1万公里,万州区,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,小型车,1.5L 114马力 L4,5档手动变速箱(MT),4门5座三厢车,4415/1710/1475,2515,-,1120,1.5,自然吸气,L4,114,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,H型扭力梁式非独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,标配/标配,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,标配,标配,标配/标配,标配,标配,无,无,无,标配,无,加装,无,加装,加装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0
力帆720 2014款 越级版 1.5L 豪华型,力帆720,2014款,3.10,7.10,2014-01,5.61万公里,万州区,国四,手动,3500元（车价x4%，最低3500元） ,力帆汽车,紧凑型车,1.5L 109马力 L4,5档手动变速箱(MT),4门5座三厢车,4700/1765/1490,2700,620,-,1.5,自然吸气,L4,109,146,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,2
别克凯越 2011款 1.6LE-MT,别克凯越,2011款,4.10,11.70,2012-01,5.5万公里,万州区,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.6L 110马力 L4,5档手动变速箱(MT),4门5座三厢车,4515/1725/1445,2600,405,1250,1.6,自然吸气,L4,110,146,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
比亚迪G6 2013款 1.5TI 手动尊贵型,比亚迪G6,2013款,6.00,10.80,2014-06,2.7万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,比亚迪,中型车,1.5T 154马力 L4,6档手动变速箱(MT),4门5座三厢车,4860/1825/1463,2745,465,1450,1.5,涡轮增压,L4,154,240,汽油,92号,直喷,国四,,机械液压助力,双叉臂式独立悬架,五连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,标配/标配,标配/无,标配/标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,无,标配,标配,无,标配,无,标配,标配,标配,标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
标致308 2012款 1.6L 自动风尚型,标致308,2012款,6.30,13.20,2013-01,4.18万公里,永川区,国四,自动,3500元（车价x4%，最低3500元） ,东风标致,紧凑型车,1.6L 106马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4558/1805/1505,2612,565,1380,1.6,自然吸气,L4,106,142,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,标配,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,2,0
标致308 SW 2009款 1.6T SW 时尚型(进口),标致308,SW,7.10,24.30,2011-07,6万公里,涪陵区,国四,自动,3500元（车价x4%，最低3500元） ,标致(进口),紧凑型车,1.6T 140马力 L4,4档自动变速箱(AT),5门5座旅行车,4500/1815/1555,2708,520-21,1502,1.6,涡轮增压,L4,140,240,汽油,95号,直喷,国四,,电子液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,无,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,无,加装,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,1
长安逸动 2014款 1.6L 手动尊贵型,长安逸动,2014款,4.80,9.30,2014-05,5.4万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,紧凑型车,1.6L 125马力 L4,5档手动变速箱(MT),4门5座三厢车,4620/1820/1490,2660,510,1325,1.6,自然吸气,L4,125,160,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
长城M4 2012款 1.5L 手动豪华型,长城M4,2012款,3.98,7.40,2013-12,4.12万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,小型SUV,1.5L 106马力 L4,5档手动变速箱(MT),5门5座SUV,3961/1728/1617,2383,-,1106,1.5,自然吸气,L4,106,138,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵臂扭力梁式复合悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福特福克斯 2012款 两厢 1.6L 自动风尚型,福特福克斯,2012款,7.50,15.60,2013-12,4.4万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4368/1823/1483,2648,356,1337,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0
标致308 2012款 1.6L 自动优尚型,标致308,2012款,5.20,12.40,2012-12,4.1万公里,涪陵区,国四,自动,3500元（车价x4%，最低3500元） ,东风标致,紧凑型车,1.6L 106马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4558/1805/1505,2612,565,1380,1.6,自然吸气,L4,106,142,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,1
大众朗逸 2013款 改款 1.4TSI DSG舒适版,大众朗逸,2013款,8.80,16.10,2013-02,5.6万公里,重庆,国四,自动,3520元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4605/1765/1460,2610,478,1305,1.4,涡轮增压,L4,131,225,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,标配,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,2,0
起亚福瑞迪 2009款 1.6L AT GLS,起亚福瑞迪,2009款,4.25,13.00,2010-10,7.5万公里,永川区,国四,自动,3500元（车价x4%，最低3500元） ,东风悦达起亚,紧凑型车,1.6L 123马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4530/1775/1460,2650,415,1210,1.6,自然吸气,L4,123,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,0
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,哈弗H6,2015款,8.20,11.90,2015-12,0.45万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,1.5T 150马力 L4,6档手动变速箱(MT),5门5座SUV,4640/1825/1690,2680,808-20,-,1.5,涡轮增压,L4,150,210,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
雷克萨斯CT 2014款 CT200h 舒适版 单色,雷克萨斯CT,2014款,26.00,32.00,2017-06,0.2万公里,重庆,国四,自动,10400元（车价x4%，最低3500元） ,雷克萨斯,紧凑型车,1.8L 99马力 L4,无级变速档电子无级变速箱(E-CVT),5门5座两厢车,4350/1765/1455,2600,375-98,1440,1.8,自然吸气,L4,99,142,油电混合,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架+横向稳定杆,独立双叉式悬架带横向稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,无,标配,标配,无,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
奥迪TT 2008款 TT Coupe 2.0TFSI(进口),奥迪TT,2008款,18.00,55.30,2010-08,7.63万公里,涪陵区,国四,自动,7200元（车价x4%，最低3500元） ,奥迪(进口),跑车,2.0T 200马力 L4,6档双离合变速箱(DCT),2门4座硬顶跑车,4178/1842/1352,2468,290-70,1280,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国四,-,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,245/45 R17,245/45 R17,正常/正常,正常/无,无/无,标配,标配,无,无,标配,标配,无,无,无,无,标配,无,标配/无,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
奥迪A4L 2016款 45 TFSI 典藏版 quattro个性运动型,奥迪A4L,2016款,29.88,39.40,2016-05,0.5万公里,重庆,国四,自动,11952元（车价x4%，最低3500元） ,一汽-大众奥迪,中型车,2.0T 224马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4761/1826/1439,2869,480,1710,2.0,涡轮增压,L4,224,350,汽油,95号,混合喷射,国四,全时四驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,盘式,-,245/40 R18,245/40 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
